PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50 Modifier,IC50,IC50 Hill Slope,IC50 NormChi2,IC50 StdDev Modifier,IC50 StdDev,Max CPE Inhibition,Max CPE Inibition Conc,Min CPE Inhibition,Min CPE Inhibition Conc,CPE Inhibition @ 20 uM,CPE Inhibition @ 10 uM,CPE Inhibition @ 5 uM,CPE Inhibition @ 2.5 uM,CPE Inhibition @ 1.25 uM,CPE Inhibition @ 0.625 uM,CPE Inhibition @ 0.313 uM,CPE Inhibition @ 0.156 uM,CPE Inhibition @ 0.078 uM,CPE Inhibition @ 0.039 uM
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,,,,,,,Maximum Inhibition achieved across all concentrations,Concentration (uM) at Maximum Inhibition,Minimum Inhibition achieved across all concentrations,Concentration (uM) at Minimum Inhibition,,,,,,,,,,
RESULT_UNIT,,,,,,,,,MICROMOLAR,NONE,NONE,,NONE,PERCENT,MICROMOLAR,PERCENT,MICROMOLAR,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,
640,24834388,16196676,C1CC2C(N(N=C2/C(=C/C3=CC=CO3)/C1)C(=O)CSC4=NC=CC(=O)N4)C5=CC=CO5,Inactive,0,,,,,,,,,21.5,20,-1.78,0.078,21.5,6.8,11.4,5.46,5.11,0.09,-0.38,0.1,-1.78,-0.48
641,24834889,2557097,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CNC(=O)C=C3,Inactive,0,,,,,,,,,12.01,20,-4.1,0.039,12.01,1.77,-1.72,0.25,-0.66,-1.3,-3.68,0.42,-2.23,-4.1
642,24838104,2451535,COC1=CC2=C(C=C1)C=CC(=C2CN3CCC(=CC3)C4=CC=CC=C4)O,Inactive,0,,,,,,,,,14.56,20,-3.86,0.078,14.56,6.82,8.94,6.35,2.29,-0.92,-2.12,-0.7,-3.86,-0.34
643,24836825,4879719,CCC1=CC=CC(=C1NC(=O)CN(C)CC2=CC=C(C=C2)Br)C,Inactive,0,,,,,,,,,10.17,20,-6.47,0.313,10.17,8.91,4,-1.82,-4.49,-3.42,-6.47,-3.49,-6.46,-3.73
644,24782263,2049834,COC1=C2C(=CC=C1)SC(=N2)NN,Inactive,0,,,,,,,,,15.83,20,-1.56,0.078,15.83,2.95,-0.81,-0.64,1.87,-0.4,-0.13,-1.52,-1.56,-0.74
645,24792339,1300084,CC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C,Inactive,0,,,,,,,,,12.15,2.5,0.63,0.078,10.9,8.74,9.95,12.15,3.35,0.81,1.81,2.26,0.63,2.01
646,24812781,135472741,CCCN(CCC)C(=O)CSC1=NC2=C(C(=O)N1)SC(=S)N2C3=CC=C(C=C3)OCC,Inactive,0,,,,,,,,,28.69,20,-5.39,0.313,28.69,9.39,4.1,7.34,-1.82,-1.02,-5.39,-1.52,3.7,-1.19
647,24813187,759952,C1CCC(CC1)NCC(CNC2CCCCC2)O,Inactive,0,,,,,,,,,7.57,20,-1.75,0.039,7.57,3.45,3.34,2.13,0.04,-0.35,-0.28,0.4,0.92,-1.75
648,24816376,2049835,CCOC1=C2C(=CC=C1)SC(=N2)NN,Inactive,0,,,,,,,,,14.27,20,0.01,0.039,14.27,10.04,11.81,1.64,4.99,2.34,5.66,3.17,2.74,0.01
649,24802515,2896747,COC1=C(C=C(C=C1)Cl)NC(=O)C2COC3=CC=CC=C3O2,Inactive,0,,,,,,,,,26.34,20,-2.19,0.039,26.34,10.59,5.57,-0.26,3.9,-0.01,3.9,-1.28,1.49,-2.19
650,24833138,2537692,CC1=C(C(=NC(=O)N1)SCC2=CC=C(C=C2)C#N)C(=O)OC,Inactive,0,,,,,,,,,6.92,2.5,1.29,5,4.66,3.84,1.29,6.92,4.14,2.38,3.02,3.19,2.79,3.86
651,24793939,5219215,CC1=C(C(=CC=C1)N2CCN(CC2)C(=O)C3COC4=CC=CC=C4O3)C,Inactive,0,,,,,,,,,19.73,20,-0.13,0.313,19.73,12.3,7.01,3.26,1.1,1.56,-0.13,1.11,2.21,3.41
652,24781207,2469388,C1=CC=C(C(=C1)N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)NC4=NN=C(S4)SCC5=CC=C(C=C5)F)Cl,Inactive,0,,,,,,,,,20.24,20,-3.51,0.078,20.24,2.45,1.64,-2.11,2.51,-1.43,0.52,0.6,-3.51,-0.18
653,24797131,1254149,COC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)Cl)C(=O)O,Inactive,0,,,,,,,,,17.74,20,-3.25,0.078,17.74,9.39,1.8,1.27,-0.51,-2.75,-2.38,-2.1,-3.25,0.29
654,24799782,16191452,CC1=NN(C=C1CN(C)CC2=CC=C(C=C2)OCC(CN3CCCCC3)O)C,Inactive,0,,,,,,,,,11.07,20,-2.49,0.039,11.07,4.39,-1.67,-1.09,-0.28,1.04,0.49,2.04,3.11,-2.49
655,24785054,16188615,COC1=C(C=C(C=C1)F)C(=O)C2CCCN(C2)C(=O)CSC3=CC=CC=N3,Inactive,0,,,,,,,,,17.62,20,-6.24,0.078,17.62,7.18,0.91,3.57,1.57,1.87,0.03,-1.9,-6.24,1.56
656,24784311,16188398,CC(C)(CNC(=O)CC1C(=O)NCCN1CC(C2=CC=CC=C2)C3=CC=CC=C3)CO,Inactive,0,,,,,,,,,1.82,10,-4.24,0.313,1.48,1.82,1.22,-2.63,0.83,-1.69,-4.24,-0.78,-3.36,-0.19
657,24841658,16197143,CC(=O)N1C=C(C2=CC=CC=C21)[C@@H]3C[C@@H](OC(=C3)C(=O)NCC#C)OCC4=CC=C(C=C4)CO,Inactive,0,,,,,,,,,3.7,0.156,-3.13,10,-0.3,-3.13,-0.66,-2.03,0.76,-2.17,1.42,3.7,0.4,0.21
658,24817611,16195059,CC1(C2CCC(C2)C1(C)NC(=O)CNCC3=CC=CS3)C.Cl,Inactive,0,,,,,,,,,4.91,2.5,-0.82,0.313,2.65,0.54,0.68,4.91,1.89,1.56,-0.82,2.29,1.94,3.49
